"","time","month","year","yloc","xloc","value","long","lat","fixedtime","fixedyear","realyear"
"2669588",1895,11,158,8,38,0.43,10,50,"2007-11-01",2007,2007
"2669624",1896,12,158,8,38,0.68,10,50,"2007-12-01",2007,2007
"2669660",1897,1,159,8,38,3.57,10,50,"2008-01-01",2008,2008
"2669696",1898,2,159,8,38,2.24,10,50,"2008-02-01",2008,2008
"2669732",1899,3,159,8,38,1.18,10,50,"2008-03-01",2008,2008
"2669768",1900,4,159,8,38,1.02,10,50,"2008-04-01",2008,2008
"2669804",1901,5,159,8,38,2.89,10,50,"2008-05-01",2008,2008
"2669840",1902,6,159,8,38,1.44,10,50,"2008-06-01",2008,2008
"2669876",1903,7,159,8,38,1.21,10,50,"2008-07-01",2008,2008
"2669912",1904,8,159,8,38,0.8,10,50,"2008-08-01",2008,2008
"2669948",1905,9,159,8,38,-0.1,10,50,"2008-09-01",2008,2008
"2669984",1906,10,159,8,38,-0.34,10,50,"2008-10-01",2008,2008
"2670020",1907,11,159,8,38,0.75,10,50,"2008-11-01",2008,2008
"2670056",1908,12,159,8,38,-0.29,10,50,"2008-12-01",2008,2008
"2670092",1909,1,160,8,38,-0.98,10,50,"2009-01-01",2009,2009
"2670128",1910,2,160,8,38,0,10,50,"2009-02-01",2009,2009
"2670164",1911,3,160,8,38,1.08,10,50,"2009-03-01",2009,2009
"2670200",1912,4,160,8,38,3.88,10,50,"2009-04-01",2009,2009
"2670236",1913,5,160,8,38,1.6,10,50,"2009-05-01",2009,2009
"2670272",1914,6,160,8,38,0.33,10,50,"2009-06-01",2009,2009
"2670308",1915,7,160,8,38,1.37,10,50,"2009-07-01",2009,2009
"2670344",1916,8,160,8,38,1.97,10,50,"2009-08-01",2009,2009
"2670380",1917,9,160,8,38,1.22,10,50,"2009-09-01",2009,2009
"2670416",1918,10,160,8,38,-0.48,10,50,"2009-10-01",2009,2009
"2670452",1919,11,160,8,38,3,10,50,"2009-11-01",2009,2009
"2670488",1920,12,160,8,38,-0.3,10,50,"2009-12-01",2009,2009
"2670524",1921,1,161,8,38,-2.49,10,50,"2010-01-01",2010,2010
"2670560",1922,2,161,8,38,-1.6,10,50,"2010-02-01",2010,2010
"2670596",1923,3,161,8,38,0.61,10,50,"2010-03-01",2010,2010
"2670632",1924,4,161,8,38,1.46,10,50,"2010-04-01",2010,2010
"2670668",1925,5,161,8,38,-1.39,10,50,"2010-05-01",2010,2010
"2670704",1926,6,161,8,38,1.19,10,50,"2010-06-01",2010,2010
"2670740",1927,7,161,8,38,3.09,10,50,"2010-07-01",2010,2010
"2670776",1928,8,161,8,38,0.45,10,50,"2010-08-01",2010,2010
"2670812",1929,9,161,8,38,-0.37,10,50,"2010-09-01",2010,2010
"2670848",1930,10,161,8,38,-0.36,10,50,"2010-10-01",2010,2010
"2670884",1931,11,161,8,38,0.19,10,50,"2010-11-01",2010,2010
"2670920",1932,12,161,8,38,-3.92,10,50,"2010-12-01",2010,2010
"2670956",1933,1,162,8,38,0.56,10,50,"2011-01-01",2011,2011
"2670992",1934,2,162,8,38,0.61,10,50,"2011-02-01",2011,2011
"2671028",1935,3,162,8,38,1.01,10,50,"2011-03-01",2011,2011
"2671064",1936,4,162,8,38,4.03,10,50,"2011-04-01",2011,2011
"2671100",1937,5,162,8,38,1.82,10,50,"2011-05-01",2011,2011
"2671136",1938,6,162,8,38,1.28,10,50,"2011-06-01",2011,2011
"2671172",1939,7,162,8,38,-0.49,10,50,"2011-07-01",2011,2011
"2671208",1940,8,162,8,38,0.52,10,50,"2011-08-01",2011,2011
"2671244",1941,9,162,8,38,1.53,10,50,"2011-09-01",2011,2011
"2671280",1942,10,162,8,38,0.56,10,50,"2011-10-01",2011,2011
"2671316",1943,11,162,8,38,1.08,10,50,"2011-11-01",2011,2011
"2671352",1944,12,162,8,38,2.36,10,50,"2011-12-01",2011,2011
"2671388",1945,1,163,8,38,2.28,10,50,"2012-01-01",2012,2012
"2671424",1946,2,163,8,38,-2.01,10,50,"2012-02-01",2012,2012
"2671460",1947,3,163,8,38,2.75,10,50,"2012-03-01",2012,2012
"2671496",1948,4,163,8,38,0.47,10,50,"2012-04-01",2012,2012
"2671532",1949,5,163,8,38,1.87,10,50,"2012-05-01",2012,2012
"2671568",1950,6,163,8,38,-0.11,10,50,"2012-06-01",2012,2012
"2671604",1951,7,163,8,38,0.38,10,50,"2012-07-01",2012,2012
"2671640",1952,8,163,8,38,1.9,10,50,"2012-08-01",2012,2012
"2671676",1953,9,163,8,38,0.39,10,50,"2012-09-01",2012,2012
